Latest: Time (s),Latest: X Acceleration 1 (m/s²),Latest: Y Acceleration 1 (m/s²),Latest: Z Acceleration 1 (m/s²),Latest: Z Acceleration 2 (m/s²),Latest: Y Acceleration 2 (m/s²),Latest: X Acceleration 2 (m/s²),FFT: Time - Frequency (Hz),FFT: Z Acceleration 2 - FFT
26.727638,9.56855641998,-1.05094982896,0.172447793884,1.892820693,-0.666293082177,9.93880152889,,
26.729304,9.56855641998,-1.05094982896,0.172447793884,1.96353892647,-0.595574848703,9.97520738002,,
26.73097,9.56855641998,-1.05094982896,0.172447793884,1.85746157626,-0.666293082177,9.90239567775,,
26.732636,9.56855641998,-1.05094982896,0.127066918649,1.96353892647,-0.595574848703,9.93880152889,,
26.734302,9.61393729522,-1.00480503929,0.21782866912,1.892820693,-0.666293082177,9.93880152889,,
26.735968,9.65931817045,-0.958660249627,0.263209544355,1.92817980974,-0.666293082177,9.93880152889,,
26.737634,9.56855641998,-1.05094982896,0.127066918649,1.85746157626,-0.666293082177,9.93880152889,,
26.7393,9.56855641998,-1.05094982896,0.127066918649,1.96353892647,-0.666293082177,9.90239567775,,
26.740966,9.56855641998,-1.05094982896,0.172447793884,1.892820693,-0.666293082177,9.90239567775,,
26.742632,9.56855641998,-1.05094982896,0.172447793884,1.85746157626,-0.666293082177,9.90239567775,,
26.744298,9.61393729522,-1.05094982896,0.127066918649,1.81989251473,-0.666293082177,9.93880152889,,
26.745964,9.65931817045,-1.00480503929,0.172447793884,1.85746157626,-0.666293082177,9.93880152889,,
26.74763,9.70469904569,-0.958660249627,0.263209544355,1.85746157626,-0.666293082177,9.90239567775,,
26.749296,9.65931817045,-0.912515459961,0.263209544355,1.892820693,-0.701652198914,9.90239567775,,
26.750962,9.70469904569,-0.958660249627,0.263209544355,1.92817980974,-0.666293082177,9.90239567775,,
26.752628,9.65931817045,-0.958660249627,0.21782866912,1.81989251473,-0.666293082177,9.90239567775,,
26.754294,9.56855641998,-1.05094982896,0.172447793884,1.85746157626,-0.666293082177,9.90239567775,,
26.75596,9.56855641998,-1.05094982896,0.172447793884,1.81989251473,-0.666293082177,9.90239567775,,
26.757626,9.56855641998,-1.05094982896,0.172447793884,1.85746157626,-0.666293082177,9.90239567775,,
26.759292,9.56855641998,-1.05094982896,0.172447793884,1.892820693,-0.666293082177,9.90239567775,,
26.760958,9.56855641998,-1.05094982896,0.172447793884,1.892820693,-0.666293082177,9.90239567775,,
26.762624,9.61393729522,-1.00480503929,0.21782866912,1.85746157626,-0.666293082177,9.90239567775,,
26.76429,9.56855641998,-1.05094982896,0.172447793884,1.81989251473,-0.666293082177,9.90239567775,,
26.765956,9.56855641998,-1.05094982896,0.172447793884,1.78453339799,-0.666293082177,9.86598982662,,
26.767622,9.56855641998,-1.05094982896,0.172447793884,1.81989251473,-0.666293082177,9.90239567775,,
26.769288,9.56855641998,-1.05094982896,0.172447793884,1.74917428126,-0.666293082177,9.86598982662,,
26.770954,9.52317554475,-1.05094982896,0.172447793884,1.892820693,-0.666293082177,9.90239567775,,
26.77262,9.56855641998,-1.05094982896,0.127066918649,1.85746157626,-0.666293082177,9.90239567775,,
26.774286,9.56855641998,-1.05094982896,0.127066918649,1.78453339799,-0.666293082177,9.86598982662,,
26.775952,9.56855641998,-1.05094982896,0.127066918649,1.74917428126,-0.666293082177,9.86598982662,,
26.777618,9.56855641998,-1.05094982896,0.127066918649,2.06961627668,-0.595574848703,9.79317812435,,
26.779284,9.93160342186,-0.958660249627,0.172447793884,4.72375997674,-0.312701914809,9.46552546415,,
26.78095,10.1131269228,-0.77408109096,-0.0544565822929,5.00663291063,-0.52485661523,10.521295147,,
26.782616,9.43241379427,-0.912515459961,0.490113920532,2.91823507837,-0.701652198914,9.97520738002,,
26.784282,8.88784329145,-1.14323940829,0.263209544355,-1.04640588575,-0.946956071275,9.90239567775,,
26.785948,9.16012854286,-1.18938419796,0.717018296709,-1.75358822048,-0.805519604328,9.53833716642,,
26.787614,9.56855641998,-1.05094982896,1.17082704906,0.264091378311,-0.840878721065,9.90239567775,,
26.78928,9.43241379427,-1.23552898763,0.0816860434134,2.52928479426,-0.595574848703,10.3028600402,,
26.790946,10.0223651723,-1.14323940829,-0.735169710824,2.74143949468,-0.63093396544,10.1208307846,,
