Latest: Time (s),Latest: X Acceleration 1 (m/s²),Latest: Y Acceleration 1 (m/s²),Latest: Z Acceleration 1 (m/s²),Latest: Z Acceleration 2 (m/s²),Latest: Y Acceleration 2 (m/s²),Latest: X Acceleration 2 (m/s²),FFT: Time - Frequency (Hz),FFT: Z Acceleration 2 - FFT
23.100756,9.52317554475,-1.05094982896,0.127066918649,1.85746157626,-0.63093396544,9.86598982662,,
23.102422,9.47779466951,-1.05094982896,0.127066918649,1.78453339799,-0.73701131565,9.75677227322,,
23.104088,9.47779466951,-1.05094982896,0.127066918649,1.81989251473,-0.666293082177,9.86598982662,,
23.105754,9.52317554475,-1.05094982896,0.127066918649,1.78453339799,-0.73701131565,9.79317812435,,
23.10742,9.52317554475,-1.05094982896,0.127066918649,1.85746157626,-0.666293082177,9.86598982662,,
23.109086,9.47779466951,-1.05094982896,0.172447793884,1.78453339799,-0.701652198914,9.75677227322,,
23.110752,9.47779466951,-1.05094982896,0.127066918649,1.81989251473,-0.63093396544,9.82958397549,,
23.112418,9.47779466951,-1.05094982896,0.127066918649,1.74917428126,-0.701652198914,9.75677227322,,
23.114084,9.47779466951,-1.05094982896,0.127066918649,1.85746157626,-0.666293082177,9.86598982662,,
23.11575,9.47779466951,-1.05094982896,0.127066918649,1.78453339799,-0.701652198914,9.75677227322,,
23.117416,9.56855641998,-1.00480503929,0.21782866912,1.81989251473,-0.666293082177,9.82958397549,,
23.119082,9.52317554475,-1.00480503929,0.172447793884,1.74917428126,-0.73701131565,9.75677227322,,
23.120748,9.52317554475,-1.00480503929,0.172447793884,1.81989251473,-0.666293082177,9.86598982662,,
23.122414,9.52317554475,-1.00480503929,0.172447793884,1.78453339799,-0.701652198914,9.79317812435,,
23.12408,9.52317554475,-1.00480503929,0.172447793884,1.81989251473,-0.666293082177,9.86598982662,,
23.125746,9.52317554475,-1.00480503929,0.172447793884,1.74917428126,-0.73701131565,9.75677227322,,
23.127412,9.47779466951,-1.05094982896,0.127066918649,1.81989251473,-0.666293082177,9.82958397549,,
23.129078,9.47779466951,-1.05094982896,0.127066918649,1.78453339799,-0.701652198914,9.75677227322,,
23.130744,9.47779466951,-1.05094982896,0.127066918649,1.81989251473,-0.666293082177,9.82958397549,,
23.13241,9.47779466951,-1.05094982896,0.127066918649,1.78453339799,-0.701652198914,9.79317812435,,
23.134076,9.47779466951,-1.05094982896,0.127066918649,1.85746157626,-0.666293082177,9.82958397549,,
23.135742,9.47779466951,-1.05094982896,0.172447793884,1.78453339799,-0.701652198914,9.75677227322,,
23.137408,9.52317554475,-1.00480503929,0.172447793884,1.81989251473,-0.666293082177,9.82958397549,,
23.139074,9.52317554475,-1.00480503929,0.172447793884,1.78453339799,-0.666293082177,9.75677227322,,
23.14074,9.47779466951,-1.05094982896,0.127066918649,1.81989251473,-0.666293082177,9.82958397549,,
