"Latest: Time (s)","Latest: Y Acceleration (m/s²)","Latest: X Acceleration 1 (m/s²)","Latest: Z Acceleration 1 (m/s²)","Latest: Z Acceleration 2 (m/s²)","Latest: Y Acceleration 2 (m/s²)","Latest: X Acceleration 2 (m/s²)"
0,-0.312633194291,9.9769842971,-0.417503584176,0.1580140281,0.571276003611,10.5941068493
0.001666,-0.312633194291,9.9769842971,-0.417503584176,0.193373144837,0.641994237085,10.6305127004
0.003332,-0.312633194291,9.9769842971,-0.417503584176,0.193373144837,0.606635120348,10.6305127004
0.004998,-0.312633194291,9.9769842971,-0.417503584176,0.193373144837,0.641994237085,10.6305127004
0.006664,-0.312633194291,9.9769842971,-0.417503584176,0.193373144837,0.641994237085,10.6305127004
0.00833,-0.312633194291,9.9769842971,-0.462884459412,0.193373144837,0.641994237085,10.6305127004
0.009996,-0.312633194291,9.9769842971,-0.462884459412,0.193373144837,0.641994237085,10.6669185515
0.011662,-0.312633194291,9.9769842971,-0.462884459412,0.228732261574,0.748071587295,10.7033244027
0.013328,-0.312633194291,9.9769842971,-0.417503584176,0.228732261574,0.677353353822,10.7033244027
0.014994,-0.312633194291,9.9769842971,-0.417503584176,0.1580140281,0.606635120348,10.5941068493
0.01666,-0.312633194291,9.9769842971,-0.462884459412,0.193373144837,0.677353353822,10.6305127004
0.018326,-0.312633194291,9.9769842971,-0.417503584176,0.193373144837,0.606635120348,10.6305127004
0.019992,-0.312633194291,9.9769842971,-0.417503584176,0.1580140281,0.641994237085,10.6305127004
0.021658,-0.312633194291,9.9769842971,-0.462884459412,0.193373144837,0.641994237085,10.6305127004
0.023324,-0.312633194291,9.9769842971,-0.417503584176,0.193373144837,0.606635120348,10.6305127004
0.02499,-0.312633194291,9.9769842971,-0.417503584176,0.193373144837,0.677353353822,10.6669185515
0.026656,-0.312633194291,9.9769842971,-0.417503584176,0.1580140281,0.748071587295,10.7397302538
0.028322,-0.312633194291,9.9769842971,-0.462884459412,0.228732261574,0.641994237085,10.6669185515
0.029988,-0.312633194291,9.9769842971,-0.462884459412,0.1580140281,0.606635120348,10.5941068493
0.031654,-0.312633194291,9.93160342186,-0.417503584176,0.193373144837,0.641994237085,10.6669185515
0.03332,-0.312633194291,9.9769842971,-0.417503584176,0.193373144837,0.606635120348,10.6305127004
0.034986,-0.312633194291,9.9769842971,-0.417503584176,0.1580140281,0.606635120348,10.6305127004
0.036652,-0.312633194291,9.93160342186,-0.417503584176,0.228732261574,0.641994237085,10.6669185515
0.038318,-0.312633194291,9.9769842971,-0.462884459412,0.299450495047,0.677353353822,10.6669185515
0.039984,-0.312633194291,9.9769842971,-0.417503584176,0.228732261574,0.641994237085,10.6669185515
0.04165,-0.312633194291,9.9769842971,-0.462884459412,0.122654911363,0.571276003611,10.5941068493
0.043316,-0.312633194291,9.93160342186,-0.417503584176,0.228732261574,0.677353353822,10.6669185515
0.044982,-0.312633194291,9.93160342186,-0.462884459412,0.1580140281,0.606635120348,10.6305127004
0.046648,-0.312633194291,9.93160342186,-0.462884459412,0.228732261574,0.606635120348,10.6669185515
0.048314,-0.312633194291,9.9769842971,-0.462884459412,0.1580140281,0.606635120348,10.6305127004
0.04998,-0.312633194291,9.9769842971,-0.417503584176,0.1580140281,0.641994237085,10.6305127004
0.051646,-0.312633194291,9.9769842971,-0.462884459412,0.193373144837,0.641994237085,10.6305127004
0.053312,-0.312633194291,9.9769842971,-0.417503584176,0.228732261574,0.641994237085,10.6305127004
0.054978,-0.312633194291,9.9769842971,-0.417503584176,0.228732261574,0.677353353822,10.7033244027
0.056644,-0.312633194291,9.9769842971,-0.462884459412,0.0872957946267,0.641994237085,10.7397302538
0.05831,-0.312633194291,9.93160342186,-0.417503584176,0.1580140281,0.677353353822,10.6669185515
0.059976,-0.312633194291,9.93160342186,-0.462884459412,0.1580140281,0.606635120348,10.5941068493
0.061642,-0.312633194291,9.9769842971,-0.462884459412,0.193373144837,0.641994237085,10.6305127004
0.063308,-0.312633194291,9.9769842971,-0.417503584176,0.193373144837,0.641994237085,10.6305127004
0.064974,-0.312633194291,9.9769842971,-0.462884459412,0.193373144837,0.606635120348,10.6305127004
0.06664,-0.312633194291,9.9769842971,-0.462884459412,0.193373144837,0.641994237085,10.6305127004
0.068306,-0.312633194291,9.9769842971,-0.462884459412,0.264091378311,0.677353353822,10.6305127004
0.069972,-0.312633194291,9.93160342186,-0.417503584176,0.228732261574,0.641994237085,10.6669185515
0.071638,-0.312633194291,9.93160342186,-0.462884459412,0.122654911363,0.606635120348,10.7033244027
0.073304,-0.312633194291,9.9769842971,-0.417503584176,0.193373144837,0.641994237085,10.6305127004
0.07497,-0.312633194291,9.9769842971,-0.462884459412,0.122654911363,0.606635120348,10.6305127004
0.076636,-0.312633194291,9.93160342186,-0.462884459412,0.1580140281,0.606635120348,10.6305127004
0.078302,-0.312633194291,9.9769842971,-0.462884459412,0.193373144837,0.606635120348,10.6305127004
0.079968,-0.312633194291,9.9769842971,-0.417503584176,0.193373144837,0.606635120348,10.6305127004
0.081634,-0.312633194291,9.9769842971,-0.462884459412,0.193373144837,0.641994237085,10.6305127004
0.0833,-0.312633194291,9.9769842971,-0.462884459412,0.228732261574,0.641994237085,10.6305127004
0.084966,-0.312633194291,9.9769842971,-0.417503584176,0.193373144837,0.641994237085,10.6669185515
0.086632,-0.312633194291,9.93160342186,-0.462884459412,0.299450495047,0.748071587295,10.7033244027
0.088298,-0.312633194291,9.93160342186,-0.417503584176,0.193373144837,0.641994237085,10.6669185515
0.089964,-0.312633194291,9.9769842971,-0.462884459412,0.122654911363,0.571276003611,10.5941068493
0.09163,-0.312633194291,9.9769842971,-0.417503584176,0.1580140281,0.677353353822,10.6305127004
0.093296,-0.312633194291,9.9769842971,-0.417503584176,0.1580140281,0.641994237085,10.6305127004
0.094962,-0.358777983958,9.93160342186,-0.462884459412,0.1580140281,0.641994237085,10.6305127004
0.096628,-0.312633194291,9.9769842971,-0.417503584176,0.228732261574,0.641994237085,10.6305127004
0.098294,-0.312633194291,9.9769842971,-0.462884459412,0.228732261574,0.641994237085,10.6305127004
0.09996,-0.312633194291,9.9769842971,-0.417503584176,0.228732261574,0.677353353822,10.6305127004
0.101626,-0.312633194291,9.9769842971,-0.462884459412,0.122654911363,0.677353353822,10.7397302538
0.103292,-0.312633194291,9.9769842971,-0.417503584176,0.193373144837,0.641994237085,10.6669185515
0.104958,-0.266488404624,9.9769842971,-0.417503584176,0.122654911363,0.571276003611,10.5577009981
0.106624,-0.312633194291,9.93160342186,-0.417503584176,0.193373144837,0.641994237085,10.6305127004
0.10829,-0.312633194291,9.9769842971,-0.462884459412,0.193373144837,0.606635120348,10.6305127004
0.109956,-0.312633194291,9.9769842971,-0.462884459412,0.1580140281,0.641994237085,10.6305127004
0.111622,-0.312633194291,9.9769842971,-0.462884459412,0.193373144837,0.641994237085,10.6669185515
0.113288,-0.312633194291,9.93160342186,-0.462884459412,0.193373144837,0.641994237085,10.6305127004
0.114954,-0.312633194291,9.9769842971,-0.462884459412,0.193373144837,0.641994237085,10.6669185515
0.11662,-0.312633194291,9.9769842971,-0.462884459412,0.264091378311,0.748071587295,10.7397302538
0.118286,-0.312633194291,9.9769842971,-0.417503584176,0.193373144837,0.677353353822,10.6669185515
0.119952,-0.358777983958,9.93160342186,-0.462884459412,0.1580140281,0.571276003611,10.5941068493
0.121618,-0.312633194291,9.9769842971,-0.417503584176,0.193373144837,0.641994237085,10.6305127004
0.123284,-0.312633194291,9.9769842971,-0.417503584176,0.1580140281,0.641994237085,10.6305127004
0.12495,-0.312633194291,9.9769842971,-0.417503584176,0.1580140281,0.641994237085,10.6305127004
0.126616,-0.312633194291,9.9769842971,-0.462884459412,0.193373144837,0.641994237085,10.6669185515
0.128282,-0.312633194291,9.9769842971,-0.462884459412,0.193373144837,0.606635120348,10.6305127004
0.129948,-0.312633194291,9.9769842971,-0.462884459412,0.193373144837,0.641994237085,10.6305127004
0.131614,-0.312633194291,9.93160342186,-0.462884459412,0.122654911363,0.677353353822,10.7397302538
0.13328,-0.312633194291,9.9769842971,-0.462884459412,0.228732261574,0.641994237085,10.6305127004
0.134946,-0.312633194291,9.9769842971,-0.417503584176,0.1580140281,0.606635120348,10.5941068493
0.136612,-0.312633194291,9.9769842971,-0.462884459412,0.193373144837,0.641994237085,10.6305127004
