"Latest: Time (s)","Latest: Y Acceleration 1 (m/s²)","Latest: X Acceleration 1 (m/s²)","Latest: Z Acceleration 1 (m/s²)","Latest: Z Acceleration 2 (m/s²)","Latest: Y Acceleration 2 (m/s²)","Latest: X Acceleration 2 (m/s²)"
0,,9.93160342186,-0.462884459412,0.0872957946267,0.500557770138,10.7397302538
0.001666,,9.93160342186,-0.462884459412,0.122654911363,0.465198653401,10.6669185515
0.003332,,9.93160342186,-0.508265334647,0.0872957946267,0.394480419927,10.5941068493
0.004998,,9.93160342186,-0.462884459412,0.0872957946267,0.465198653401,10.6305127004
0.006664,,9.93160342186,-0.462884459412,0.0872957946267,0.465198653401,10.6305127004
0.00833,,9.93160342186,-0.462884459412,0.122654911363,0.465198653401,10.6305127004
0.009996,,9.9769842971,-0.462884459412,0.122654911363,0.500557770138,10.6305127004
0.011662,,9.9769842971,-0.462884459412,0.1580140281,0.571276003611,10.7397302538
0.013328,,9.93160342186,-0.508265334647,0.122654911363,0.465198653401,10.6305127004
0.014994,,9.93160342186,-0.462884459412,0.0519366778899,0.429839536664,10.5577009981
0.01666,,9.93160342186,-0.462884459412,0.122654911363,0.465198653401,10.6305127004
0.018326,,9.93160342186,-0.462884459412,0.122654911363,0.465198653401,10.6305127004
0.019992,,9.93160342186,-0.508265334647,0.0872957946267,0.429839536664,10.6305127004
0.021658,,9.93160342186,-0.462884459412,0.122654911363,0.465198653401,10.6305127004
0.023324,,9.93160342186,-0.508265334647,0.0519366778899,0.500557770138,10.7397302538
0.02499,,9.93160342186,-0.508265334647,0.122654911363,0.465198653401,10.6305127004
0.026656,,9.93160342186,-0.508265334647,0.0872957946267,0.429839536664,10.5941068493
0.028322,,9.93160342186,-0.508265334647,0.0872957946267,0.465198653401,10.6305127004
0.029988,,9.93160342186,-0.462884459412,0.0872957946267,0.465198653401,10.6305127004
0.031654,,9.93160342186,-0.462884459412,0.0872957946267,0.429839536664,10.6305127004
0.03332,,9.93160342186,-0.508265334647,0.122654911363,0.465198653401,10.6305127004
0.034986,,9.93160342186,-0.508265334647,0.0519366778899,0.465198653401,10.7397302538
0.036652,,9.93160342186,-0.462884459412,0.122654911363,0.500557770138,10.6669185515
0.038318,,9.93160342186,-0.462884459412,0.0519366778899,0.429839536664,10.5941068493
0.039984,,9.93160342186,-0.462884459412,0.0872957946267,0.465198653401,10.6305127004
0.04165,,9.93160342186,-0.508265334647,0.0872957946267,0.429839536664,10.5941068493
0.043316,,9.93160342186,-0.508265334647,0.0872957946267,0.465198653401,10.6305127004
0.044982,,9.93160342186,-0.508265334647,0.122654911363,0.500557770138,10.6669185515
0.046648,,9.93160342186,-0.462884459412,0.193373144837,0.571276003611,10.7397302538
0.048314,,9.93160342186,-0.508265334647,0.122654911363,0.465198653401,10.6305127004
0.04998,,9.93160342186,-0.462884459412,0.0519366778899,0.394480419927,10.5941068493
0.051646,,9.93160342186,-0.462884459412,0.122654911363,0.465198653401,10.6305127004
0.053312,,9.9769842971,-0.462884459412,0.122654911363,0.465198653401,10.6305127004
0.054978,,9.93160342186,-0.462884459412,0.0872957946267,0.465198653401,10.6305127004
0.056644,,9.93160342186,-0.508265334647,0.122654911363,0.500557770138,10.6305127004
0.05831,,9.93160342186,-0.462884459412,0.0519366778899,0.500557770138,10.7397302538
0.059976,,9.93160342186,-0.508265334647,0.0872957946267,0.465198653401,10.6669185515
0.061642,,9.93160342186,-0.462884459412,0.0872957946267,0.394480419927,10.5941068493
0.063308,,9.93160342186,-0.508265334647,0.0872957946267,0.465198653401,10.6305127004
0.064974,,9.93160342186,-0.508265334647,0.0872957946267,0.465198653401,10.6305127004
0.06664,,9.93160342186,-0.508265334647,0.193373144837,0.429839536664,10.6305127004
0.068306,,9.93160342186,-0.462884459412,0.122654911363,0.465198653401,10.6305127004
0.069972,,9.93160342186,-0.462884459412,0.0519366778899,0.500557770138,10.7397302538
0.071638,,9.93160342186,-0.462884459412,0.122654911363,0.465198653401,10.6305127004
0.073304,,9.93160342186,-0.508265334647,0.0872957946267,0.429839536664,10.6305127004
0.07497,,9.93160342186,-0.462884459412,0.0872957946267,0.465198653401,10.6305127004
0.076636,,9.93160342186,-0.462884459412,0.122654911363,0.465198653401,10.5941068493
0.078302,,9.93160342186,-0.462884459412,0.1580140281,0.465198653401,10.6305127004
0.079968,,9.93160342186,-0.508265334647,0.122654911363,0.465198653401,10.6305127004
0.081634,,9.93160342186,-0.462884459412,0.0872957946267,0.394480419927,10.6669185515
0.0833,,9.93160342186,-0.462884459412,0.1580140281,0.465198653401,10.6305127004
0.084966,,9.93160342186,-0.462884459412,0.0872957946267,0.429839536664,10.5941068493
0.086632,,9.9769842971,-0.462884459412,0.0872957946267,0.429839536664,10.6305127004
0.088298,,9.93160342186,-0.462884459412,0.122654911363,0.465198653401,10.6305127004
0.089964,,9.93160342186,-0.462884459412,0.228732261574,0.500557770138,10.6305127004
0.09163,,9.93160342186,-0.462884459412,0.122654911363,0.465198653401,10.6305127004
0.093296,,9.93160342186,-0.462884459412,0.0872957946267,0.394480419927,10.5577009981
0.094962,,9.93160342186,-0.462884459412,0.122654911363,0.465198653401,10.6305127004
0.096628,,9.93160342186,-0.508265334647,0.122654911363,0.465198653401,10.6305127004
0.098294,,9.93160342186,-0.462884459412,0.0872957946267,0.465198653401,10.6305127004
0.09996,,9.93160342186,-0.508265334647,0.122654911363,0.429839536664,10.6305127004
0.101626,,9.93160342186,-0.508265334647,0.1580140281,0.465198653401,10.6305127004
0.103292,,9.93160342186,-0.508265334647,0.122654911363,0.465198653401,10.6305127004
0.104958,,9.93160342186,-0.508265334647,0.0519366778899,0.394480419927,10.6305127004
0.106624,,9.93160342186,-0.462884459412,0.122654911363,0.500557770138,10.6305127004
0.10829,,9.9769842971,-0.462884459412,0.0872957946267,0.429839536664,10.5941068493
0.109956,,9.9769842971,-0.462884459412,0.0872957946267,0.465198653401,10.6305127004
0.111622,,9.93160342186,-0.462884459412,0.0872957946267,0.465198653401,10.5941068493
0.113288,,9.93160342186,-0.508265334647,0.122654911363,0.465198653401,10.6305127004
0.114954,,9.9769842971,-0.462884459412,0.122654911363,0.465198653401,10.6305127004
