Latest: Time (s),Latest: X Acceleration 1 (m/s²),Latest: Y Acceleration 1 (m/s²),Latest: Z Acceleration 1 (m/s²),Latest: Z Acceleration 2 (m/s²),Latest: Y Acceleration 2 (m/s²),Latest: X Acceleration 2 (m/s²),FFT: Time - Frequency (Hz),FFT: Z Acceleration 2 - FFT,FFT 2: Time - Frequency (Hz),FFT 2: Z Acceleration 2 - FFT
16.711646,9.52317554475,-1.05094982896,0.263209544355,1.92817980974,-0.666293082177,9.82958397549,,,,
16.713312,9.52317554475,-1.05094982896,0.263209544355,1.81989251473,-0.701652198914,9.90239567775,,,,
16.714978,9.52317554475,-1.05094982896,0.21782866912,1.892820693,-0.666293082177,9.86598982662,,,,
16.716644,9.47779466951,-1.05094982896,0.21782866912,1.81989251473,-0.63093396544,9.90239567775,,,,
16.71831,9.47779466951,-1.09709461863,0.21782866912,1.92817980974,-0.666293082177,9.86598982662,,,,
16.719976,9.47779466951,-1.05094982896,0.263209544355,1.99889804321,-0.560215731966,9.90239567775,,,,
16.721642,9.47779466951,-1.09709461863,0.21782866912,1.892820693,-0.666293082177,9.82958397549,,,,
16.723308,9.52317554475,-1.05094982896,0.263209544355,1.96353892647,-0.560215731966,9.90239567775,,,,
16.724974,9.52317554475,-1.05094982896,0.263209544355,1.892820693,-0.666293082177,9.82958397549,,,,
16.72664,9.47779466951,-1.09709461863,0.21782866912,1.99889804321,-0.63093396544,9.86598982662,,,,
16.728306,9.52317554475,-1.09709461863,0.21782866912,1.892820693,-0.666293082177,9.90239567775,,,,
16.729972,9.52317554475,-1.09709461863,0.172447793884,1.92817980974,-0.63093396544,9.86598982662,,,,
16.731638,9.52317554475,-1.09709461863,0.21782866912,1.85746157626,-0.666293082177,9.86598982662,,,,
16.733304,9.52317554475,-1.09709461863,0.21782866912,1.96353892647,-0.63093396544,9.90239567775,,,,
16.73497,9.56855641998,-1.05094982896,0.21782866912,1.92817980974,-0.666293082177,9.86598982662,,,,
16.736636,9.52317554475,-1.05094982896,0.263209544355,1.96353892647,-0.666293082177,9.86598982662,,,,
16.738302,9.52317554475,-1.09709461863,0.21782866912,1.92817980974,-0.666293082177,9.86598982662,,,,
16.739968,9.52317554475,-1.09709461863,0.263209544355,1.892820693,-0.666293082177,9.82958397549,,,,
16.741634,9.52317554475,-1.09709461863,0.21782866912,1.92817980974,-0.666293082177,9.86598982662,,,,
16.7433,9.52317554475,-1.09709461863,0.21782866912,1.99889804321,-0.666293082177,9.86598982662,,,,
16.744966,9.52317554475,-1.09709461863,0.21782866912,1.92817980974,-0.666293082177,9.86598982662,,,,
16.746632,9.52317554475,-1.09709461863,0.172447793884,1.78453339799,-0.666293082177,9.82958397549,,,,
16.748298,9.52317554475,-1.05094982896,0.21782866912,1.81989251473,-0.666293082177,9.86598982662,,,,
16.749964,9.52317554475,-1.05094982896,0.263209544355,1.81989251473,-0.666293082177,9.86598982662,,,,
16.75163,9.52317554475,-1.09709461863,0.263209544355,1.892820693,-0.666293082177,9.82958397549,,,,
16.753296,9.52317554475,-1.05094982896,0.172447793884,1.92817980974,-0.701652198914,9.86598982662,,,,
16.754962,9.52317554475,-1.09709461863,0.172447793884,1.892820693,-0.666293082177,9.82958397549,,,,
16.756628,9.56855641998,-1.05094982896,0.21782866912,1.85746157626,-0.666293082177,9.82958397549,,,,
16.758294,9.56855641998,-1.00480503929,0.21782866912,1.892820693,-0.666293082177,9.79317812435,,,,
16.75996,9.52317554475,-1.05094982896,0.263209544355,1.892820693,-0.701652198914,9.82958397549,,,,
16.761626,9.52317554475,-1.05094982896,0.263209544355,1.85746157626,-0.666293082177,9.82958397549,,,,
16.763292,9.06936679239,-1.09709461863,0.353971294826,1.81989251473,-0.911596954538,9.46552546415,,,,
16.764958,6.66191136115,-1.74312167396,1.94230192807,1.892820693,-0.770160487591,9.17427865509,,,,
16.766624,7.6149097411,-1.65083209463,9.75008151232,-0.0187815555837,-1.08839253822,9.93880152889,,,,
16.76829,7.7510523668,-1.09709461863,9.25089188473,1.04199194652,-1.58342017254,9.02865525056,,,,
16.769956,9.93160342186,-0.220343614958,2.16920630424,7.30718544332,-0.489497498493,7.60882705636,,,,
16.771622,11.0207444275,-0.220343614958,-2.64343551447,9.57016891448,0.606635120348,9.53833716642,,,,
16.773288,11.701457556,-0.312633194291,-7.5445700399,7.13038985964,1.87956332287,12.7397767004,,,,
16.774954,11.0661253028,-0.266488404624,-8.08914054272,-1.2939197029,-0.171265447862,12.1936889334,,,,
16.77662,10.2492695485,-0.404922773625,-4.18638527248,-9.11491433613,-0.946956071275,11.5019777619,,,,
16.778286,9.93160342186,-1.09709461863,0.671637421474,-10.2464060717,-2.07844780685,10.521295147,,,,
16.779952,10.158507798,-1.92770083263,5.48201019643,-3.02651642301,-1.05303342149,10.1208307846,,,,
16.781618,10.6576974256,-2.1122799913,6.2081042002,4.68840086,-1.08839253822,10.3756717425,,,,
16.783284,11.5653149303,-1.2816737773,-0.28136095847,6.63315228053,-1.51270193906,10.8125419561,,,,
16.78495,11.6106958056,-0.497212352959,-9.22366242361,4.36795886458,-0.946956071275,10.6305127004,,,,
16.786616,10.7484591761,0.0103803333768,-9.49594767502,2.81215772816,0.783430704032,10.1208307846,,,,
16.788282,9.16012854286,-0.128054035624,-4.64019402483,4.26188151437,1.06630363793,9.06506110169,,,,
16.789948,8.02560666198,0.0103803333768,1.85154017759,5.04199202737,0.394480419927,9.13787280396,,,,
16.791614,7.02495836304,-0.266488404624,5.98119982402,2.564643911,-1.12375165496,9.72036642209,,,,
16.79328,7.25186273921,-1.14323940829,5.61815282214,0.476246078731,-1.33590635538,8.44616163243,,,,
16.794946,7.93484491151,-2.34300393963,1.94230192807,-0.834251185326,-1.30054723864,8.30053822789,,,,
16.796612,9.06936679239,-2.61987267763,0.80778004718,1.18342841347,-1.22982900517,8.15491482336,,,,
16.798278,10.5669356752,-1.8354112533,-2.28038851259,5.25414672779,-1.30054723864,7.60882705636,,,,
16.799944,10.1131269228,-0.820225880627,-3.50567214395,8.01436777806,-0.312701914809,8.26413237676,,,,
16.80161,9.52317554475,-0.266488404624,-0.553646209883,7.30718544332,0.288403069717,9.61114886869,,,,
16.803276,8.5701771648,-0.358777983958,4.61977356696,5.04199202737,1.03094452119,10.5941068493,,,,
16.804942,8.79708154098,-0.312633194291,6.52577032684,1.36022399715,0.323762186454,10.4484834448,,,,
16.806608,9.02398591716,-0.451067563292,4.75591619266,-0.195577139268,-0.348061031546,10.0480190823,,,,
16.808274,9.52317554475,-1.2816737773,0.989303548122,0.794478129363,-1.22982900517,8.51897333469,,,,
16.80994,9.47779466951,-1.9738456223,1.35235055001,1.96353892647,-1.51270193906,8.44616163243,,,,
16.811606,9.65931817045,-2.01999041197,1.71539755189,3.30718536247,-1.05303342149,8.84662599489,,,,
16.813272,10.340031299,-1.37396335663,-2.82495901542,1.14806929673,-1.1591107717,10.0844249334,,,,
16.814938,10.3854121742,-0.451067563292,-7.77147441608,-3.27403024017,-0.418779265019,10.9217595095,,,,
16.816604,9.65931817045,-0.220343614958,-4.05024264677,-4.30165457033,-0.206624564598,11.2107309529,,,,
16.81827,9.43241379427,-0.404922773625,2.71377680707,-2.39005232175,-0.348061031546,11.7204128687,,,,
16.819936,10.3854121742,-0.912515459961,4.52901181648,0.0872957946267,-0.63093396544,11.2835426551,,,,
16.821602,11.5199340551,-1.4201081463,0.263209544355,1.18342841347,-1.40662458885,10.5577009981,,,,
16.823268,11.4291723046,-1.51239772563,-2.73419726494,3.05967154531,-1.72485663948,9.61114886869,,,,
16.824934,11.6106958056,-1.60468730496,-1.68816809077,4.82983732695,-1.22982900517,10.0116132312,,,,
16.8266,10.5669356752,-1.2816737773,2.39611068042,2.81215772816,-0.63093396544,11.6111953153,,,,
16.828266,9.52317554475,-0.866370670294,2.94068118325,-1.08176500248,-0.277342798072,11.5019777619,,,,
16.829932,8.84246241621,-0.404922773625,0.353971294826,-1.39999705311,-0.312701914809,9.50193131529,,,,
16.831598,8.97860504192,-0.404922773625,-2.09886501165,0.511605195468,-0.0651880976511,9.82958397549,,,,
16.833264,9.47779466951,-0.912515459961,-0.78055058606,3.44862182942,0.0408892525593,9.68396057095,,,,
16.83493,9.47779466951,-1.32781856696,0.80778004718,4.61768262653,-0.666293082177,9.02865525056,,,,
16.836596,10.0677460476,-1.46625293596,0.943922672886,4.58232350979,-1.1591107717,8.73740844149,,,,
16.838262,9.88622254663,-1.51239772563,0.127066918649,4.82983732695,-1.22982900517,8.84662599489,,,,
16.839928,8.20713016292,-1.18938419796,2.7591576823,2.564643911,-0.73701131565,9.53833716642,,,,
16.841594,7.43338624015,-1.5585425153,6.16272332496,0.971273713047,-0.560215731966,9.82958397549,,,,
16.84326,7.29724361445,-0.866370670294,5.52739107166,2.74143949468,-0.666293082177,8.73740844149,,,,
16.844926,8.16174928768,-0.635646721959,0.444733045297,5.04199202737,-0.770160487591,8.88303184602,,,,
16.846592,8.93322416669,-1.14323940829,-3.59643389442,3.48398094616,-0.52485661523,9.46552546415,,,,
16.848258,8.84246241621,-1.4201081463,-4.36790877342,0.93591459631,-0.454138381756,8.62819088809,,,,
16.849924,9.06936679239,-1.46625293596,-1.5974063403,1.60773781431,-0.911596954538,8.00929141883,,,,
16.85159,8.84246241621,-1.18938419796,0.353971294826,1.74917428126,-1.30054723864,9.13787280396,,,,
16.853256,9.43241379427,-1.2816737773,-0.553646209883,-0.407731839688,-1.33590635538,10.2664541891,,,,
16.854922,9.61393729522,-1.2816737773,-0.508265334647,-3.3093893569,-1.08839253822,11.3927602085,,,,
16.856588,10.158507798,-1.32781856696,0.535494795768,0.264091378311,-0.840878721065,10.3392658914,,,,
16.858254,10.929982677,-1.18938419796,0.353971294826,3.76685388005,-1.12375165496,11.2107309529,,,,
16.85992,11.3837914294,-1.32781856696,-1.91507246695,5.04199202737,-1.12375165496,11.7568187198,,,,
16.861586,11.9737428075,-1.37396335663,-4.7309557753,3.05967154531,-0.911596954538,11.6111953153,,,,
16.863252,11.4291723046,-1.4201081463,-3.23338689253,3.97900858047,-0.805519604328,9.82958397549,,,,
16.864918,10.340031299,-1.09709461863,1.39773142524,3.97900858047,-1.01767430475,10.7397302538,,,,
16.866584,9.61393729522,-1.2816737773,2.57763418136,1.00663282978,-0.73701131565,11.5747894642,,,,
16.86825,9.3416520438,-1.37396335663,0.580875671003,-4.19557722012,-1.22982900517,10.9217595095,,,,
16.869916,8.5701771648,-1.2816737773,0.671637421474,-1.71822910375,-1.01767430475,7.93647971656,,,,
16.871582,8.70631979051,-1.2816737773,0.490113920532,3.66077652984,-0.595574848703,8.70100259036,,,,
16.873248,8.97860504192,-1.37396335663,-0.689788835589,6.80994786421,-0.666293082177,9.64755471982,,,,
16.874914,9.43241379427,-1.5585425153,-2.37115026306,5.28950584453,-1.05303342149,9.46552546415,,,,
16.87658,8.70631979051,-1.60468730496,-1.23435933841,3.27182624573,-1.19446988843,8.66459673923,,,,
16.878246,7.88946403627,-1.46625293596,2.89530030801,3.48398094616,-0.911596954538,8.22772652563,,,,
16.879912,7.66029061633,-1.4201081463,5.66353369737,1.71381516452,-1.01767430475,9.86598982662,,,,
16.881578,8.02560666198,-1.51239772563,4.89205881837,-0.584527423372,-0.946956071275,10.0480190823,,,,
16.883244,8.61555804004,-1.37396335663,1.80615930236,-0.549168306636,-0.876237837801,8.91943769716,,,,
16.88491,9.43241379427,-1.18938419796,-0.916693211766,1.14806929673,-0.805519604328,9.17427865509,,,,
16.886576,9.75007992092,-1.14323940829,-2.18962676212,3.236467129,-0.489497498493,9.46552546415,,,,
16.888242,9.9769842971,-1.18938419796,-3.1880060173,3.69613564658,-0.454138381756,10.0480190823,,,,
16.889908,9.88622254663,-1.09709461863,-1.96045334218,1.78453339799,-0.805519604328,10.1936424868,,,,
